GoogleMapsAddress,TimeCrawled,PostalCode,Latitude,Longitude,StreetNumber,StreetAddress,Neighborhood,Borough,County,State,PostalSuffix,CurrentOverallRanking,PlaceID,OutageCustomers,Problem,CrewStatus,Cause,UniqueID,DateCrawled,TimeStampCrawled,DateFixed
1006 LOWER SOUTH ST,15:01:58,10566,41.277023200000000,-73.934413400000000,1006,Lower South street,NULL,NULL,Westchester County,New York,5303,NULL,ChIJn3tbH7XIwokRpgRdlBiBYmI,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,4C87D9BC-1DE5-11EB-A427-000D3A9ABAE4,2020-11-03 00:00:00.000,1604416344.000000000000000,2020-11-03 18:22:43.130
1008 ESPLANADE AV,06:10:10,10461,40.854555000000000,-73.859672000000000,1008,Esplanade,Morris Park,The Bronx,Bronx County,New York,1204,7,ChIJb70dy6D0wokRU295RTIZmDI,1,Service Wires Down,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,Weather-Related,0638501A-27A7-11EB-9EF0-000D3A9D4EC8,2020-11-16 00:00:00.000,1605507064.000000000000000,2020-11-16 06:41:19.720
1008Z ESPLANADE AV,06:21:31,10461,40.854555000000000,-73.859672000000000,1008,Esplanade,Morris Park,The Bronx,Bronx County,New York,1204,7,ChIJb70dy6D0wokRU295RTIZmDI,1,Service Wires Down,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,Weather-Related,0638501A-27A7-11EB-9EF0-000D3A9D4EC8,2020-11-16 00:00:00.000,1605507758.000000000000000,2020-11-16 06:41:19.730
1009 ALLERTON AV,17:35:01,10469,40.865691700000000,-73.858252200000000,1009,Allerton Avenue,Laconia,The Bronx,Bronx County,New York,4406,3,ChIJQwvgtETzwokRaMpWvjvXt14,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,DD9FB1FE-2E7A-11EB-9EF0-000D3A9D4EC8,2020-11-24 00:00:00.000,1606239837.000000000000000,2020-11-24 20:45:35.463
1009 HARDING PK,00:13:47,10473,40.807305300000000,-73.857146200000000,1009,Harding Park,Clason Point,The Bronx,Bronx County,New York,2345,76,ChIJh2Vf3CT1wokRgQ1KsGSQ8cM,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,EA14F74E-14C3-11EB-A427-000D3A9ABAE4,2020-10-23 00:00:00.000,1603412088.000000000000000,2020-10-25 00:23:01.437
101 82 RD,03:28:38,11415,40.711293500000000,-73.829179200000000,101,82nd Road,Kew Gardens,Queens,Queens County,New York,1422,7,ChIJwWI3JL1gwokRk1wQeCW6wtc,11,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,A1F9B8A2-36A9-11EB-B6A0-000D3A8A7223,2020-12-05 00:00:00.000,1607138919.000000000000000,2020-12-05 06:38:46.077
101 BEACON CT,22:54:04,11229,40.589922700000000,-73.923283599999984,101,Beacon Court,Gerritsen Beach,Brooklyn,Kings County,New York,6089,4,ChIJa3FykXdDwokR9Ts5SuVGzm0,26,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,019A42A2-3427-11EB-9EF0-000D3A9D4EC8,2020-12-01 00:00:00.000,1606863322.000000000000000,2020-12-01 23:09:26.033
101 BELL RD,11:34:53,10583,40.978451900000000,-73.799581600000000,NULL,Bell Road,NULL,NULL,Westchester County,New York,NULL,NULL,ChIJRbGvPAmTwokRJ4M0V3cATnU,9,Area Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,Weather-Related,0638501A-27A7-11EB-9EF0-000D3A9D4EC8,2020-11-16 00:00:00.000,1605526550.000000000000000,2020-11-16 14:44:46.057
101 SHELDRAKE RD,18:24:02,10583,41.002823600000000,-73.774807500000000,NULL,Sheldrake Road,NULL,NULL,Westchester County,New York,NULL,NULL,ChIJCyU1onWUwokROTL1CffFg_I,4,Burning Wires,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,8E43A2AC-25DB-11EB-9EF0-000D3A9D4EC8,2020-11-13 00:00:00.000,1605291843.000000000000000,2020-11-13 18:41:26.047
101 VISITATION PL,03:49:19,11231,40.679092000000000,-74.010274000000000,101,Visitation Place,Red Hook,Brooklyn,Kings County,New York,1614,10,ChIJccsKb4pawokRL-A6xDQHub0,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,Weather-Related,19CB0EDC-336F-11EB-9EF0-000D3A9D4EC8,2020-12-01 00:00:00.000,1606794685.000000000000000,2020-12-01 04:05:45.410
1010 E 3 ST,15:28:48,11230,40.626622200000000,-73.974484100000000,1010,East 3rd Street,Midwood,Brooklyn,Kings County,New York,2612,28,ChIJqaW89NBEwokRL36xrd0DCD0,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,53DEB088-179F-11EB-A427-000D3A9ABAE4,2020-10-26 00:00:00.000,1603726368.000000000000000,2020-10-29 04:13:28.883
1010 ESPLANADE AV,06:21:32,10461,40.854669600000000,-73.859627199999984,1010,Esplanade,Morris Park,The Bronx,Bronx County,New York,1204,7,ChIJhy29yqD0wokRiD_qlxmkdRQ,1,Service Wires Down,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,Weather-Related,0638501A-27A7-11EB-9EF0-000D3A9D4EC8,2020-11-16 00:00:00.000,1605507757.000000000000000,2020-11-16 06:41:19.737
10109 221 ST,14:37:46,11429,40.713502100000000,-73.732099800000000,101-09,221st Street,Jamaica,Queens,Queens County,New York,1655,9,ChIJSQpXkM5jwokRcurWCBK3Xko,1,Partial Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,A68FF322-1796-11EB-A427-000D3A9ABAE4,2020-10-26 00:00:00.000,1603723124.000000000000000,2020-10-26 14:50:06.010
1013 REMSEN AV,09:31:30,11236,40.644131000000000,-73.909847000000000,1013,Remsen Avenue,Canarsie,Brooklyn,Kings County,New York,3222,13,ChIJEeUxTMBcwokRDA7h7Pv-Sjg,1,Area Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,2004C1BA-1F49-11EB-A427-000D3A9ABAE4,2020-11-05 00:00:00.000,1604568697.000000000000000,2020-11-05 11:19:45.023
1015 80 ST,20:06:13,11228,40.621341000000000,-74.016407000000000,1015,80th Street,Dyker Heights,Brooklyn,Kings County,New York,2619,19,ChIJG8dVJ2hFwokRm8OiP5x1_Mk,44,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,A8084FDA-2C34-11EB-9EF0-000D3A9D4EC8,2020-11-21 00:00:00.000,1605989174.000000000000000,2020-11-21 20:21:06.093
1015 HEGEMAN AV,13:32:15,11208,40.667046900000000,-73.875662600000000,1015,Hegeman Avenue,East New York,Brooklyn,Kings County,New York,4433,1,ChIJpavNv6VdwokRU68FS7Drp54,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,075C05E6-317E-11EB-9EF0-000D3A9D4EC8,2020-11-28 00:00:00.000,1606570337.000000000000000,2020-11-29 01:11:47.490
1015 SENECA AV,17:17:15,11385,40.699272800000000,-73.901319700000000,1015,Seneca Avenue,Ridgewood,Queens,Queens County,New York,NULL,393,EikxMDE1IFNlbmVjYSBBdmUsIFJpZGdld29vZCwgTlkgMTEzODUsIFVTQSIbEhkKFAoSCZutjP0lXMKJETuR-Y7dhdwZEPcH,1,Partial Outage,We're sending another crew to complete the repairs. Power will be restored as quickly as possible. We apologize for any inconvenience.,We'll provide details when we complete the investigation.,CC47120C-0BE4-11EB-9D9B-000D3A9ABAE4,2020-10-11 00:00:00.000,1602436773.000000000000000,2020-10-25 00:23:01.437
1016 80 ST,20:06:13,11228,40.621041500000000,-74.016651600000000,1016,80th Street,Dyker Heights,Brooklyn,Kings County,New York,2620,19,ChIJJwA0ImhFwokRPSL3FsKhBHc,44,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,A8084FDA-2C34-11EB-9EF0-000D3A9D4EC8,2020-11-21 00:00:00.000,1605989174.000000000000000,2020-11-21 20:21:06.093
1016 NEILL AV,13:51:06,10462,40.852038000000000,-73.858587000000000,1016,Neill Avenue,Morris Park,The Bronx,Bronx County,New York,3168,4,ChIJfwWOuKb0wokR8kPIkjzvtcY,37,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,EE1D6A0E-3892-11EB-B6A0-000D3A8A7223,2020-12-07 00:00:00.000,1607349066.000000000000000,2020-12-07 14:22:58.143
1017 80 ST,20:06:14,11228,40.621293500000000,-74.016367400000000,1017,80th Street,Dyker Heights,Brooklyn,Kings County,New York,2619,19,ChIJPWVsJ2hFwokRizBEu2kvGoY,44,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,A8084FDA-2C34-11EB-9EF0-000D3A9D4EC8,2020-11-21 00:00:00.000,1605989175.000000000000000,2020-11-21 20:21:06.097
1018 80 ST,20:06:14,11228,40.620958000000000,-74.016645000000000,1018,80th Street,Dyker Heights,Brooklyn,Kings County,New York,2620,19,ChIJ1dFPImhFwokR4We5ExuGAw0,44,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,A8084FDA-2C34-11EB-9EF0-000D3A9D4EC8,2020-11-21 00:00:00.000,1605989175.000000000000000,2020-11-21 20:21:06.097
1018 MANHATTAN AV,02:34:05,11222,40.733640600000000,-73.954610100000000,1018,Manhattan Avenue,Greenpoint,Brooklyn,Kings County,New York,5940,33,ChIJbRcgJz9ZwokRdRkhURKvxgE,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,188DA6F6-22FD-11EB-9EF0-000D3A9D4EC8,2020-11-10 00:00:00.000,1604975646.000000000000000,2020-11-11 22:22:03.923
1018 NEILL AV,13:50:45,10462,40.852071000000000,-73.858510000000000,1018,Neill Avenue,Morris Park,The Bronx,Bronx County,New York,3168,4,ChIJO92muKb0wokRDaiffnbTuvE,37,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,EE1D6A0E-3892-11EB-B6A0-000D3A8A7223,2020-12-07 00:00:00.000,1607349046.000000000000000,2020-12-07 14:22:58.150
1019 80 ST,20:06:13,11228,40.621268700000000,-74.016203800000000,1019,80th Street,Dyker Heights,Brooklyn,Kings County,New York,2619,19,ChIJ4aprJ2hFwokRt1CHoQik_N4,44,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,A8084FDA-2C34-11EB-9EF0-000D3A9D4EC8,2020-11-21 00:00:00.000,1605989175.000000000000000,2020-11-21 20:21:06.103
102 CANTON CT,00:58:30,11229,40.589858300000000,-73.923375499999984,102,Canton Court,Gerritsen Beach,Brooklyn,Kings County,New York,6379,13,ChIJMT8hkndDwokRm-736fepkz0,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,C0D6396A-31DD-11EB-9EF0-000D3A9D4EC8,2020-11-29 00:00:00.000,1606611688.000000000000000,2020-11-29 22:08:25.200
102 CANTON CT,01:40:48,11229,40.589858300000000,-73.923375499999984,102,Canton Court,Gerritsen Beach,Brooklyn,Kings County,New York,6379,4,ChIJMT8hkndDwokRm-736fepkz0,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,2B78C4FC-369A-11EB-B6A0-000D3A8A7223,2020-12-05 00:00:00.000,1607132449.000000000000000,2020-12-05 16:18:38.590
102 CANTON CT,05:53:23,11229,40.589858300000000,-73.923375499999984,102,Canton Court,Gerritsen Beach,Brooklyn,Kings County,New York,6379,1,ChIJMT8hkndDwokRm-736fepkz0,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,39AA0676-39E2-11EB-B6A0-000D3A8A7223,2020-12-09 00:00:00.000,1607493203.000000000000000,2020-12-09 08:01:39.480
102 CANTON CT,09:57:40,11229,40.589858300000000,-73.923375499999984,102,Canton Court,Gerritsen Beach,Brooklyn,Kings County,New York,6379,5,ChIJMT8hkndDwokRm-736fepkz0,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,6FC0F23C-3871-11EB-B6A0-000D3A8A7223,2020-12-07 00:00:00.000,1607335061.000000000000000,2020-12-07 17:56:32.337
102 CANTON CT,10:06:49,11229,40.589858300000000,-73.923375499999984,102,Canton Court,Gerritsen Beach,Brooklyn,Kings County,New York,6379,1,ChIJMT8hkndDwokRm-736fepkz0,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,B577BE4C-3A05-11EB-B6A0-000D3A8A7223,2020-12-09 00:00:00.000,1607508409.000000000000000,2020-12-09 11:04:42.850
102 CANTON CT,11:37:10,11229,40.589858300000000,-73.923375499999984,102,Canton Court,Gerritsen Beach,Brooklyn,Kings County,New York,6379,4,ChIJMT8hkndDwokRm-736fepkz0,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,528DBA68-3A12-11EB-B6A0-000D3A8A7223,2020-12-09 00:00:00.000,1607513830.000000000000000,2020-12-09 15:08:47.123
102 CANTON CT,11:47:58,11229,40.589858300000000,-73.923375499999984,102,Canton Court,Gerritsen Beach,Brooklyn,Kings County,New York,6379,4,ChIJMT8hkndDwokRm-736fepkz0,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,FD2BAA96-3ADC-11EB-B6A0-000D3A8A7223,2020-12-10 00:00:00.000,1607600879.000000000000000,2020-12-10 16:58:20.383
102 CANTON CT,14:36:20,11229,40.589858300000000,-73.923375499999984,102,Canton Court,Gerritsen Beach,Brooklyn,Kings County,New York,6379,4,ChIJMT8hkndDwokRm-736fepkz0,1," Partial Outage"," An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available."," We'll provide details when we complete the investigation."," 520f932a-34ab-11eb-b6a0-000d3a8a7223",2020-12-02 14:36:20.000,1606919780.000000000000000,2020-12-04 19:00:49.593
102 CANTON CT,16:03:05,11229,40.589858300000000,-73.923375499999984,102,Canton Court,Gerritsen Beach,Brooklyn,Kings County,New York,6379,7,ChIJMT8hkndDwokRm-736fepkz0,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,318E0B9A-3A37-11EB-B6A0-000D3A8A7223,2020-12-09 00:00:00.000,1607529785.000000000000000,2020-12-09 17:41:34.700
102 CANTON CT,19:51:49,11229,40.589858300000000,-73.923375499999984,102,Canton Court,Gerritsen Beach,Brooklyn,Kings County,New York,6379,9,ChIJMT8hkndDwokRm-736fepkz0,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,DF2FF154-3A56-11EB-B6A0-000D3A8A7223,2020-12-09 00:00:00.000,1607543510.000000000000000,2020-12-09 20:44:38.860
102 CANTON CT,21:04:03,11229,40.589858300000000,-73.923375499999984,102,Canton Court,Gerritsen Beach,Brooklyn,Kings County,New York,6379,10,ChIJMT8hkndDwokRm-736fepkz0,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,D7E694D2-38CD-11EB-B6A0-000D3A8A7223,2020-12-07 00:00:00.000,1607375044.000000000000000,2020-12-07 22:00:37.480
102 CANTON CT,22:44:38,11229,40.589858300000000,-73.923375499999984,102,Canton Court,Gerritsen Beach,Brooklyn,Kings County,New York,6379,5,ChIJMT8hkndDwokRm-736fepkz0,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,0D3AEAE2-3681-11EB-B6A0-000D3A8A7223,2020-12-04 00:00:00.000,1607121879.000000000000000,2020-12-05 00:34:45.187
102 CANTON CT,22:57:52,11229,40.589858300000000,-73.923375499999984,102,Canton Court,Gerritsen Beach,Brooklyn,Kings County,New York,6379,7,ChIJMT8hkndDwokRm-736fepkz0,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,B690B530-3A6F-11EB-B6A0-000D3A8A7223,2020-12-09 00:00:00.000,1607554672.000000000000000,2020-12-10 02:20:17.290
102 E 7 RD,08:29:06,11693,40.608328600000000,-73.818210700000000,102,East 7th Road,Broad Channel,Queens,Queens County,New York,1010,9,ChIJxXqJrHRowokR7w08hLGL9d4,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,669C52F0-36D2-11EB-B6A0-000D3A8A7223,2020-12-05 00:00:00.000,1607156947.000000000000000,2020-12-05 09:42:01.333
